date,tm1,ats1,tm2,ou,ml1,ml2,pts1,pts2,tpts,wl1,wl2
2025-01-07,Los Angeles Lakers,-6.5,Dallas Mavericks,218.0,-240,198,97,118,215,0,1
2025-01-07,Minnesota Timberwolves,-4.0,New Orleans Pelicans,221.5,-178,150,104,97,201,1,0
2025-01-07,Atlanta Hawks,-5.5,Utah Jazz,239.0,-220,184,124,121,245,1,0
2025-01-07,Boston Celtics,-10.5,Denver Nuggets,230.5,-480,370,118,106,224,1,0
2025-01-07,Miami Heat,9.0,Golden State Warriors,216.0,300,-375,114,98,212,1,0
2025-01-08,Oklahoma City Thunder,3.0,Cleveland Cavaliers,231.0,128,-152,122,129,251,0,1
2025-01-08,Washington Wizards,10.5,Philadelphia 76ers,221.5,385,-500,103,109,212,0,1
2025-01-08,Chicago Bulls,5.5,Indiana Pacers,246.5,166,-198,113,129,242,0,1
2025-01-08,Toronto Raptors,12.5,New York Knicks,232.5,500,-700,98,112,210,0,1
2025-01-08,Detroit Pistons,-9.5,Brooklyn Nets,211.5,-390,310,113,98,211,1,0
2025-01-08,Portland Trail Blazers,2.0,New Orleans Pelicans,222.5,108,-126,119,100,219,1,0
2025-01-08,LA Clippers,-3.5,Denver Nuggets,224.0,-164,138,103,126,229,0,1
2025-01-08,San Antonio Spurs,5.0,Milwaukee Bucks,226.5,164,-196,105,121,226,0,1
2025-01-09,Toronto Raptors,14.0,Cleveland Cavaliers,234.5,660,-1000,126,132,258,0,1
2025-01-09,Minnesota Timberwolves,-5.5,Orlando Magic,199.5,-220,184,104,89,193,1,0
2025-01-09,Golden State Warriors,-2.5,Detroit Pistons,221.5,-148,126,107,104,211,1,0
2025-01-09,Portland Trail Blazers,7.5,Dallas Mavericks,220.0,245,-300,111,117,228,0,1
2025-01-09,Houston Rockets,3.0,Memphis Grizzlies,234.5,130,-154,119,115,234,1,0
2025-01-09,Atlanta Hawks,6.0,Phoenix Suns,238.5,198,-240,115,123,238,0,1
2025-01-09,Miami Heat,-5.5,Utah Jazz,221.0,-215,180,97,92,189,1,0
2025-01-10,Golden State Warriors,11.0,Indiana Pacers,223.0,410,-550,96,108,204,0,1
2025-01-10,New Orleans Pelicans,7.0,Philadelphia 76ers,219.5,220,-270,123,115,238,1,0
2025-01-10,Milwaukee Bucks,-6.0,Orlando Magic,212.0,-240,198,109,106,215,1,0
2025-01-10,Sacramento Kings,12.0,Boston Celtics,226.0,450,-600,114,97,211,1,0
2025-01-10,Oklahoma City Thunder,-2.5,New York Knicks,224.5,-144,122,126,101,227,1,0
2025-01-10,Washington Wizards,10.5,Chicago Bulls,243.5,380,-490,105,138,243,0,1
2025-01-10,Brooklyn Nets,15.0,Denver Nuggets,224.0,660,-1000,105,124,229,0,1
2025-01-11,Utah Jazz,11.0,Phoenix Suns,228.5,440,-590,106,114,220,0,1
2025-01-11,Toronto Raptors,4.5,Detroit Pistons,227.0,168,-200,114,123,237,0,1
2025-01-11,Memphis Grizzlies,2.0,Minnesota Timberwolves,231.0,120,-142,127,125,252,1,0
2025-01-11,Miami Heat,-5.0,Portland Trail Blazers,220.5,-205,172,119,98,217,1,0
2025-01-12,Milwaukee Bucks,5.0,New York Knicks,227.5,166,-198,106,140,246,0,1
2025-01-12,Denver Nuggets,-5.5,Dallas Mavericks,232.0,-230,190,112,101,213,1,0
2025-01-12,Sacramento Kings,-5.0,Chicago Bulls,239.0,-210,176,124,119,243,1,0
2025-01-12,Indiana Pacers,9.0,Cleveland Cavaliers,239.5,310,-390,108,93,201,1,0
2025-01-12,Philadelphia 76ers,2.0,Orlando Magic,207.0,114,-134,99,104,203,0,1
2025-01-12,New Orleans Pelicans,14.5,Boston Celtics,230.5,750,-1200,119,120,239,0,1
2025-01-12,Oklahoma City Thunder,-15.5,Washington Wizards,230.5,-1200,750,136,95,231,1,0
2025-01-12,Brooklyn Nets,3.0,Utah Jazz,212.5,126,-148,111,112,223,0,1
2025-01-12,Charlotte Hornets,7.0,Phoenix Suns,227.5,235,-290,113,120,233,0,1
2025-01-13,Minnesota Timberwolves,-14.5,Washington Wizards,223.5,-1000,660,120,106,226,1,0
2025-01-13,Golden State Warriors,-5.0,Toronto Raptors,230.5,-210,176,101,104,205,0,1
2025-01-13,Detroit Pistons,8.0,New York Knicks,224.5,270,-335,124,119,243,1,0
2025-01-13,Memphis Grizzlies,2.5,Houston Rockets,236.0,120,-142,118,120,238,0,1
2025-01-13,Miami Heat,8.5,LA Clippers,216.0,290,-360,98,109,207,0,1
2025-01-13,San Antonio Spurs,4.5,Los Angeles Lakers,220.5,158,-188,126,102,228,1,0
2025-01-14,Oklahoma City Thunder,-16.0,Philadelphia 76ers,214.5,-1400,830,118,102,220,1,0
2025-01-14,Cleveland Cavaliers,-8.0,Indiana Pacers,230.5,-340,275,127,117,244,1,0
2025-01-14,Phoenix Suns,-2.5,Atlanta Hawks,237.5,-132,112,117,122,239,0,1
2025-01-14,Sacramento Kings,2.0,Milwaukee Bucks,227.0,112,-132,115,130,245,0,1
2025-01-14,New Orleans Pelicans,1.5,Chicago Bulls,243.0,108,-130,119,113,232,1,0
2025-01-14,Denver Nuggets,-3.0,Dallas Mavericks,235.0,-142,120,118,99,217,1,0
2025-01-14,Brooklyn Nets,3.5,Portland Trail Blazers,219.5,134,-158,132,114,246,1,0
2025-01-15,New York Knicks,-5.5,Philadelphia 76ers,220.0,-210,176,125,119,244,1,0
2025-01-15,Boston Celtics,-14.0,Toronto Raptors,228.5,-1100,700,97,110,207,0,1
2025-01-15,Orlando Magic,6.5,Milwaukee Bucks,212.5,210,-255,93,122,215,0,1
2025-01-15,Atlanta Hawks,6.5,Chicago Bulls,236.0,200,-245,110,94,204,1,0
2025-01-15,Dallas Mavericks,1.0,New Orleans Pelicans,222.0,-102,-116,116,119,235,0,1
2025-01-15,Memphis Grizzlies,-2.5,San Antonio Spurs,239.5,-138,118,129,115,244,1,0
2025-01-15,Houston Rockets,-5.5,Denver Nuggets,224.5,-210,176,128,108,236,1,0
2025-01-15,Charlotte Hornets,-5.5,Utah Jazz,221.5,-250,190,117,112,229,1,0
2025-01-15,Golden State Warriors,7.0,Minnesota Timberwolves,217.0,220,-270,116,115,231,1,0
2025-01-15,Miami Heat,4.5,Los Angeles Lakers,214.5,162,-194,108,117,225,0,1
2025-01-15,Brooklyn Nets,15.5,LA Clippers,212.5,750,-1200,67,126,193,0,1
2025-01-16,Indiana Pacers,-2.0,Detroit Pistons,228.5,-130,110,111,100,211,1,0
2025-01-16,Phoenix Suns,-11.5,Washington Wizards,231.5,-720,520,130,123,253,1,0
2025-01-16,Cleveland Cavaliers,2.5,Oklahoma City Thunder,232.0,116,-136,114,134,248,0,1
2025-01-16,Houston Rockets,5.0,Sacramento Kings,225.0,176,-210,127,132,259,0,1
2025-01-16,LA Clippers,-7.0,Portland Trail Blazers,220.5,-290,235,118,89,207,1,0
2025-01-17,Orlando Magic,14.5,Boston Celtics,212.5,700,-1100,94,121,215,0,1
2025-01-17,Minnesota Timberwolves,3.0,New York Knicks,215.5,122,-144,116,99,215,1,0
2025-01-17,Denver Nuggets,-3.5,Miami Heat,228.5,-168,142,133,113,246,1,0
2025-01-17,Charlotte Hornets,4.5,Chicago Bulls,235.0,166,-198,125,123,248,1,0
2025-01-17,Utah Jazz,11.5,New Orleans Pelicans,232.5,490,-670,123,136,259,0,1
2025-01-17,Toronto Raptors,11.0,Milwaukee Bucks,234.0,430,-590,112,130,242,0,1
2025-01-17,Oklahoma City Thunder,-3.0,Dallas Mavericks,220.5,-146,124,98,106,204,0,1
2025-01-17,Memphis Grizzlies,2.0,San Antonio Spurs,237.0,118,-138,140,112,252,1,0
2025-01-17,Brooklyn Nets,9.5,Los Angeles Lakers,216.0,350,-450,101,102,203,0,1
2025-01-18,Phoenix Suns,-1.0,Detroit Pistons,227.0,-110,-106,125,121,246,1,0
2025-01-18,Philadelphia 76ers,10.5,Indiana Pacers,225.5,360,-460,102,115,217,0,1
2025-01-18,Atlanta Hawks,9.5,Boston Celtics,237.5,320,-405,119,115,234,1,0
2025-01-18,Washington Wizards,14.0,Golden State Warriors,231.5,640,-950,114,122,236,0,1
2025-01-18,Cleveland Cavaliers,-5.0,Minnesota Timberwolves,227.0,-196,164,124,117,241,1,0
2025-01-18,Houston Rockets,-10.5,Portland Trail Blazers,223.5,-550,410,125,103,228,1,0
2025-01-19,San Antonio Spurs,3.5,Miami Heat,219.5,128,-152,107,128,235,0,1
2025-01-19,Denver Nuggets,-7.5,Orlando Magic,221.0,-290,235,113,100,213,1,0
2025-01-19,Philadelphia 76ers,13.0,Milwaukee Bucks,225.5,610,-900,109,123,232,0,1
2025-01-19,Brooklyn Nets,16.0,Oklahoma City Thunder,217.5,870,-1500,101,127,228,0,1
2025-01-19,Los Angeles Lakers,4.5,LA Clippers,217.0,164,-196,102,116,218,0,1
2025-01-19,Washington Wizards,17.5,Sacramento Kings,237.5,1100,-2200,100,123,223,0,1
2025-01-19,Chicago Bulls,-4.5,Portland Trail Blazers,236.5,-188,158,102,113,215,0,1
2025-01-20,Dallas Mavericks,-4.0,Charlotte Hornets,224.0,-180,152,105,110,215,0,1
2025-01-20,Detroit Pistons,7.5,Houston Rockets,224.0,260,-320,107,96,203,1,0
2025-01-20,Minnesota Timberwolves,5.0,Memphis Grizzlies,235.0,176,-210,106,108,214,0,1
2025-01-20,Atlanta Hawks,8.0,New York Knicks,239.0,265,-330,110,119,229,0,1
2025-01-20,Phoenix Suns,8.0,Cleveland Cavaliers,238.5,240,-295,92,118,210,0,1
2025-01-20,Boston Celtics,-9.0,Golden State Warriors,224.5,-390,310,125,85,210,1,0
2025-01-20,Utah Jazz,11.0,New Orleans Pelicans,230.5,410,-550,119,123,242,0,1
2025-01-20,Chicago Bulls,6.5,LA Clippers,228.0,215,-260,112,99,211,1,0
2025-01-21,Portland Trail Blazers,9.0,Miami Heat,218.5,310,-390,116,107,223,1,0
2025-01-21,Orlando Magic,-1.5,Toronto Raptors,213.0,-118,100,93,109,202,0,1
2025-01-21,New York Knicks,-12.0,Brooklyn Nets,219.0,-650,480,99,95,194,1,0
2025-01-21,Philadelphia 76ers,11.5,Denver Nuggets,232.0,420,-560,109,144,253,0,1
2025-01-21,Washington Wizards,13.5,Los Angeles Lakers,227.5,610,-900,88,111,199,0,1
2025-01-22,Detroit Pistons,3.5,Atlanta Hawks,234.5,154,-200,114,104,218,1,0
2025-01-22,Phoenix Suns,-12.5,Brooklyn Nets,210.5,-850,500,108,84,192,1,0
2025-01-22,Minnesota Timberwolves,-4.0,Dallas Mavericks,213.0,-168,140,115,114,229,1,0
2025-01-22,Charlotte Hornets,11.5,Memphis Grizzlies,243.5,460,-750,120,132,252,0,1
2025-01-22,Utah Jazz,14.5,Oklahoma City Thunder,239.5,560,-1000,114,123,237,0,1
2025-01-22,Cleveland Cavaliers,-2.5,Houston Rockets,235.5,-164,128,108,109,217,0,1
2025-01-22,Golden State Warriors,7.5,Sacramento Kings,231.5,245,-300,117,123,240,0,1
2025-01-22,Boston Celtics,-12.5,LA Clippers,217.0,-670,490,117,113,230,1,0
2025-01-23,San Antonio Spurs,2.5,Indiana Pacers,229.5,118,-138,140,110,250,1,0
2025-01-23,Portland Trail Blazers,7.0,Orlando Magic,213.0,215,-260,101,79,180,1,0
2025-01-23,Toronto Raptors,5.0,Atlanta Hawks,237.5,172,-205,122,119,241,1,0
2025-01-23,Dallas Mavericks,11.5,Oklahoma City Thunder,224.5,440,-590,121,115,236,1,0
2025-01-23,Miami Heat,5.5,Milwaukee Bucks,224.0,198,-240,96,125,221,0,1
2025-01-23,Sacramento Kings,7.5,Denver Nuggets,242.5,250,-310,123,132,255,0,1
2025-01-23,Boston Celtics,-6.5,Los Angeles Lakers,219.0,-240,198,96,117,213,0,1
2025-01-23,Chicago Bulls,4.0,Golden State Warriors,232.5,160,-190,106,131,237,0,1
2025-01-23,Washington Wizards,14.0,LA Clippers,225.5,660,-1000,93,110,203,0,1
2025-01-24,Cleveland Cavaliers,-9.5,Philadelphia 76ers,230.5,-500,385,129,132,261,0,1
2025-01-24,Portland Trail Blazers,-1.5,Charlotte Hornets,216.0,-118,100,102,97,199,1,0
2025-01-24,New Orleans Pelicans,9.5,Memphis Grizzlies,243.5,320,-405,126,139,265,0,1
2025-01-25,Indiana Pacers,-2.5,San Antonio Spurs,231.0,-138,118,136,98,234,1,0
2025-01-25,Denver Nuggets,-3.5,Minnesota Timberwolves,229.5,-164,138,104,133,237,0,1
2025-01-25,Boston Celtics,-9.0,Dallas Mavericks,226.5,-375,300,122,107,229,1,0
2025-01-25,Miami Heat,-7.0,Brooklyn Nets,210.5,-300,245,106,97,203,1,0
2025-01-25,New Orleans Pelicans,-1.5,Charlotte Hornets,231.0,-118,100,92,123,215,0,1
2025-01-25,Detroit Pistons,3.5,Orlando Magic,209.0,134,-158,113,121,234,0,1
2025-01-25,Sacramento Kings,5.0,New York Knicks,233.5,172,-205,120,143,263,0,1
2025-01-25,Houston Rockets,4.5,Cleveland Cavaliers,230.5,162,-194,135,131,266,1,0
2025-01-25,Toronto Raptors,6.0,Atlanta Hawks,233.0,194,-235,117,94,211,1,0
2025-01-25,Utah Jazz,11.0,Memphis Grizzlies,247.0,400,-520,103,125,228,0,1
2025-01-25,Philadelphia 76ers,3.5,Chicago Bulls,231.5,134,-158,109,97,206,1,0
2025-01-25,Los Angeles Lakers,-1.0,Golden State Warriors,221.0,-112,-104,118,108,226,1,0
2025-01-25,Washington Wizards,14.0,Phoenix Suns,234.0,640,-950,109,119,228,0,1
2025-01-25,Milwaukee Bucks,3.5,LA Clippers,226.5,132,-156,117,127,244,0,1
2025-01-26,Oklahoma City Thunder,-14.0,Portland Trail Blazers,226.0,-900,610,118,108,226,1,0
2025-01-27,Detroit Pistons,11.0,Cleveland Cavaliers,236.0,370,-480,91,110,201,0,1
2025-01-27,Los Angeles Lakers,-5.0,Charlotte Hornets,223.0,-210,176,112,107,219,1,0
2025-01-27,Sacramento Kings,-12.0,Brooklyn Nets,227.5,-700,500,110,96,206,1,0
2025-01-27,Orlando Magic,-1.0,Miami Heat,205.0,-116,-102,119,125,244,0,1
2025-01-27,Memphis Grizzlies,3.5,New York Knicks,242.5,140,-166,106,143,249,0,1
2025-01-27,Houston Rockets,6.0,Boston Celtics,221.0,194,-235,114,112,226,1,0
2025-01-27,New Orleans Pelicans,1.0,Toronto Raptors,232.0,-106,-110,104,113,217,0,1
2025-01-27,Denver Nuggets,-9.0,Chicago Bulls,247.5,-390,310,121,129,250,0,1
2025-01-27,Atlanta Hawks,11.0,Minnesota Timberwolves,217.0,400,-520,92,100,192,0,1
2025-01-27,Washington Wizards,13.0,Dallas Mavericks,231.5,530,-750,108,130,238,0,1
2025-01-27,Milwaukee Bucks,-9.0,Utah Jazz,240.0,-370,295,125,110,235,1,0
2025-01-27,LA Clippers,-1.0,Phoenix Suns,224.5,-116,-102,109,111,220,0,1
2025-01-28,Houston Rockets,-5.0,Atlanta Hawks,227.5,-186,156,100,96,196,1,0
2025-01-28,Los Angeles Lakers,-4.5,Philadelphia 76ers,218.5,-198,166,104,118,222,0,1
2025-01-28,Milwaukee Bucks,-6.0,Portland Trail Blazers,232.0,-240,198,112,125,237,0,1
2025-01-28,Utah Jazz,10.5,Golden State Warriors,220.5,380,-490,103,114,217,0,1
2025-01-29,Brooklyn Nets,1.5,Charlotte Hornets,205.0,106,-124,104,83,187,1,0
2025-01-29,Detroit Pistons,6.0,Indiana Pacers,233.0,190,-230,119,133,252,0,1
2025-01-29,Toronto Raptors,-6.0,Washington Wizards,228.5,-250,205,106,82,188,1,0
2025-01-29,Cleveland Cavaliers,-5.5,Miami Heat,225.5,-225,188,126,106,232,1,0
2025-01-29,Denver Nuggets,2.5,New York Knicks,241.5,122,-144,112,122,234,0,1
2025-01-29,Sacramento Kings,-8.0,Philadelphia 76ers,232.5,-370,295,104,117,221,0,1
2025-01-29,Chicago Bulls,14.5,Boston Celtics,231.5,660,-1000,100,122,222,0,1
2025-01-29,Dallas Mavericks,-1.0,New Orleans Pelicans,233.5,-116,-102,137,136,273,1,0
2025-01-29,LA Clippers,-4.0,San Antonio Spurs,221.0,-184,154,128,116,244,1,0
2025-01-29,Minnesota Timberwolves,1.5,Phoenix Suns,225.0,102,-120,121,113,234,1,0
2025-01-29,Oklahoma City Thunder,-9.5,Golden State Warriors,224.0,-450,350,109,116,225,0,1
2025-01-30,Los Angeles Lakers,-8.5,Washington Wizards,224.0,-350,280,134,96,230,1,0
2025-01-30,Atlanta Hawks,11.5,Cleveland Cavaliers,242.5,450,-600,115,137,252,0,1
2025-01-30,Minnesota Timberwolves,-5.5,Utah Jazz,222.5,-215,164,138,113,251,1,0
2025-01-30,Houston Rockets,4.0,Memphis Grizzlies,233.5,150,-178,119,120,239,0,1
2025-01-30,Orlando Magic,-5.0,Portland Trail Blazers,211.5,-194,162,90,119,209,0,1
2025-01-31,Dallas Mavericks,-1.0,Detroit Pistons,230.5,-110,-108,102,117,219,0,1
2025-01-31,LA Clippers,-13.5,Charlotte Hornets,208.5,-850,590,112,104,216,1,0
2025-01-31,Chicago Bulls,4.5,Toronto Raptors,233.0,144,-174,122,106,228,1,0
2025-01-31,Denver Nuggets,-9.5,Philadelphia 76ers,235.0,-450,350,137,134,271,1,0
2025-01-31,Boston Celtics,-12.0,New Orleans Pelicans,231.0,-650,480,118,116,234,1,0
2025-01-31,Milwaukee Bucks,-2.5,San Antonio Spurs,236.5,-148,126,118,144,262,0,1
2025-01-31,Phoenix Suns,-2.5,Golden State Warriors,229.0,-142,120,130,105,235,1,0
2025-02-01,Atlanta Hawks,9.5,Indiana Pacers,242.5,300,-375,127,132,259,0,1
2025-02-01,Orlando Magic,-4.5,Utah Jazz,217.5,-186,156,99,113,212,0,1
2025-02-01,Denver Nuggets,-12.5,Charlotte Hornets,226.5,-820,570,107,104,211,1,0
2025-02-01,Washington Wizards,12.0,Minnesota Timberwolves,217.5,460,-620,105,103,208,1,0
2025-02-01,Brooklyn Nets,13.5,Houston Rockets,209.5,560,-800,110,98,208,1,0
2025-02-01,Sacramento Kings,7.5,Oklahoma City Thunder,237.5,250,-300,110,144,254,0,1
2025-02-01,Los Angeles Lakers,11.0,New York Knicks,225.5,390,-510,128,112,240,1,0
2025-02-01,Miami Heat,-3.0,San Antonio Spurs,223.5,-154,130,105,103,208,1,0
2025-02-01,Phoenix Suns,-5.0,Portland Trail Blazers,227.0,-200,168,108,127,235,0,1
2025-02-02,Chicago Bulls,6.0,Detroit Pistons,233.5,188,-225,119,127,246,0,1
2025-02-02,LA Clippers,-5.0,Toronto Raptors,219.0,-196,164,108,115,223,0,1
2025-02-02,Dallas Mavericks,15.5,Cleveland Cavaliers,236.0,810,-1350,101,144,245,0,1
2025-02-02,Boston Celtics,-12.0,Philadelphia 76ers,224.5,-620,460,118,110,228,1,0
2025-02-02,Memphis Grizzlies,4.0,Milwaukee Bucks,248.0,144,-172,132,119,251,1,0
2025-02-03,Atlanta Hawks,4.5,Detroit Pistons,236.0,158,-188,132,130,262,1,0
2025-02-03,Washington Wizards,4.5,Charlotte Hornets,216.0,142,-168,124,114,238,1,0
2025-02-03,Houston Rockets,7.5,New York Knicks,224.0,240,-295,118,124,242,0,1
2025-02-03,Sacramento Kings,4.5,Minnesota Timberwolves,222.0,160,-190,116,114,230,1,0
2025-02-03,Milwaukee Bucks,17.5,Oklahoma City Thunder,226.0,1100,-2200,96,125,221,0,1
2025-02-03,San Antonio Spurs,3.5,Memphis Grizzlies,241.5,138,-164,109,128,237,0,1
2025-02-03,New Orleans Pelicans,9.0,Denver Nuggets,241.5,310,-390,113,125,238,0,1
2025-02-03,Indiana Pacers,-6.5,Utah Jazz,242.5,-250,205,112,111,223,1,0
2025-02-03,Phoenix Suns,-5.0,Portland Trail Blazers,228.5,-210,176,119,121,240,0,1
2025-02-03,Orlando Magic,3.5,Golden State Warriors,209.5,142,-168,99,104,203,0,1
2025-02-04,Dallas Mavericks,4.0,Philadelphia 76ers,228.0,148,-176,116,118,234,0,1
2025-02-04,New York Knicks,-5.5,Toronto Raptors,227.0,-215,180,121,115,236,1,0
2025-02-04,Boston Celtics,1.0,Cleveland Cavaliers,238.5,-102,-116,112,105,217,1,0
2025-02-04,Houston Rockets,-9.0,Brooklyn Nets,213.5,-405,320,97,99,196,0,1
2025-02-04,Miami Heat,-3.5,Chicago Bulls,229.0,-168,142,124,133,257,0,1
2025-02-04,Indiana Pacers,-5.0,Portland Trail Blazers,232.5,-215,180,89,112,201,0,1
2025-02-04,Los Angeles Lakers,8.5,LA Clippers,222.5,280,-350,122,97,219,1,0
2025-02-05,Milwaukee Bucks,-10.5,Charlotte Hornets,224.5,-480,370,112,102,214,1,0
2025-02-05,Cleveland Cavaliers,-3.5,Detroit Pistons,234.0,-158,134,118,115,233,1,0
2025-02-05,San Antonio Spurs,-3.5,Atlanta Hawks,243.5,-166,140,126,125,251,1,0
2025-02-05,Washington Wizards,5.5,Brooklyn Nets,216.0,184,-220,119,102,221,1,0
2025-02-05,Miami Heat,2.0,Philadelphia 76ers,220.5,112,-132,108,101,209,1,0
2025-02-05,Memphis Grizzlies,-10.5,Toronto Raptors,236.0,-500,385,138,107,245,1,0
2025-02-05,Chicago Bulls,11.5,Minnesota Timberwolves,226.5,450,-600,108,127,235,0,1
2025-02-05,New Orleans Pelicans,11.0,Denver Nuggets,239.5,420,-560,119,144,263,0,1
2025-02-05,Golden State Warriors,-6.5,Utah Jazz,222.0,-255,210,128,131,259,0,1
2025-02-05,Phoenix Suns,13.0,Oklahoma City Thunder,230.0,530,-750,109,140,249,0,1
2025-02-05,Orlando Magic,4.0,Sacramento Kings,218.5,144,-172,130,111,241,1,0
2025-02-06,Dallas Mavericks,12.0,Boston Celtics,233.0,560,-800,127,120,247,1,0
2025-02-06,Houston Rockets,1.0,Minnesota Timberwolves,214.5,102,-120,114,127,241,0,1
2025-02-06,Orlando Magic,6.0,Denver Nuggets,217.0,200,-245,90,112,202,0,1
2025-02-06,Sacramento Kings,-1.5,Portland Trail Blazers,230.5,-120,102,102,108,210,0,1
2025-02-06,Golden State Warriors,5.0,Los Angeles Lakers,225.5,164,-196,112,120,232,0,1
2025-02-06,Indiana Pacers,5.0,LA Clippers,230.0,184,-220,119,112,231,1,0
2025-02-07,Cleveland Cavaliers,-17.5,Washington Wizards,239.0,-2000,1040,134,124,258,1,0
2025-02-07,San Antonio Spurs,-10.0,Charlotte Hornets,230.5,-420,330,116,117,233,0,1
2025-02-07,Miami Heat,-5.5,Brooklyn Nets,209.5,-215,180,86,102,188,0,1
2025-02-07,Philadelphia 76ers,-6.0,Detroit Pistons,222.5,-240,198,112,125,237,0,1
2025-02-07,Milwaukee Bucks,-2.5,Atlanta Hawks,237.5,-134,114,110,115,225,0,1
2025-02-07,Toronto Raptors,18.5,Oklahoma City Thunder,229.0,1100,-2200,109,121,230,0,1
2025-02-07,Utah Jazz,7.0,Phoenix Suns,230.5,235,-290,127,135,262,0,1
2025-02-08,Houston Rockets,3.5,Dallas Mavericks,228.0,138,-164,105,116,221,0,1
2025-02-08,Indiana Pacers,-5.0,Los Angeles Lakers,230.5,-194,162,117,124,241,0,1
2025-02-08,Atlanta Hawks,-7.0,Washington Wizards,238.5,-255,210,125,111,236,1,0
2025-02-08,San Antonio Spurs,3.0,Orlando Magic,218.0,120,-142,111,112,223,0,1
2025-02-08,Portland Trail Blazers,4.0,Minnesota Timberwolves,212.5,134,-158,98,114,212,0,1
2025-02-08,Oklahoma City Thunder,-1.5,Memphis Grizzlies,244.5,-122,104,125,112,237,1,0
2025-02-08,Golden State Warriors,-6.0,Chicago Bulls,240.5,-260,215,132,111,243,1,0
2025-02-08,Boston Celtics,-3.0,New York Knicks,230.5,-146,124,131,104,235,1,0
2025-02-08,Denver Nuggets,-6.5,Phoenix Suns,232.5,-255,210,122,105,227,1,0
2025-02-08,New Orleans Pelicans,8.0,Sacramento Kings,239.0,260,-320,118,123,241,0,1
2025-02-08,Utah Jazz,18.0,LA Clippers,225.5,1100,-2000,110,130,240,0,1
2025-02-09,Charlotte Hornets,12.0,Detroit Pistons,219.0,440,-590,102,112,214,0,1
2025-02-09,Philadelphia 76ers,-3.5,Milwaukee Bucks,228.0,-154,130,127,135,262,0,1
2025-02-09,Toronto Raptors,8.5,Houston Rockets,223.5,310,-390,87,94,181,0,1
2025-02-10,Atlanta Hawks,6.5,Orlando Magic,221.0,194,-235,112,106,218,1,0
2025-02-10,Minnesota Timberwolves,8.5,Cleveland Cavaliers,231.5,290,-360,107,128,235,0,1
2025-02-10,San Antonio Spurs,-11.0,Washington Wizards,238.0,-550,410,131,121,252,1,0
2025-02-10,Charlotte Hornets,4.5,Brooklyn Nets,211.5,166,-198,89,97,186,0,1
2025-02-10,Boston Celtics,-8.5,Miami Heat,210.5,-360,290,103,85,188,1,0
2025-02-10,New Orleans Pelicans,17.5,Oklahoma City Thunder,233.0,1100,-2200,101,137,238,0,1
2025-02-10,Golden State Warriors,-7.0,Milwaukee Bucks,230.5,-260,215,125,111,236,1,0
2025-02-10,Sacramento Kings,-1.0,Dallas Mavericks,239.5,-120,102,129,128,257,1,0
2025-02-10,Portland Trail Blazers,9.0,Denver Nuggets,230.5,310,-390,117,146,263,0,1
2025-02-10,Utah Jazz,12.5,Los Angeles Lakers,235.5,560,-800,113,132,245,0,1
2025-02-11,Toronto Raptors,11.0,Philadelphia 76ers,225.0,460,-620,106,103,209,1,0
2025-02-11,New York Knicks,-2.0,Indiana Pacers,242.0,-134,114,128,115,243,1,0
2025-02-11,Detroit Pistons,-5.0,Chicago Bulls,238.0,-198,166,132,92,224,1,0
2025-02-11,Memphis Grizzlies,-3.5,Phoenix Suns,245.5,-156,132,119,112,231,1,0
2025-02-12,Indiana Pacers,-10.0,Washington Wizards,242.5,-430,340,134,130,264,1,0
2025-02-12,Charlotte Hornets,13.0,Orlando Magic,202.5,540,-770,86,102,188,0,1
2025-02-12,San Antonio Spurs,8.0,Boston Celtics,230.5,245,-300,103,116,219,0,1
2025-02-12,Cleveland Cavaliers,-12.5,Toronto Raptors,236.5,-770,530,131,108,239,1,0
2025-02-12,Philadelphia 76ers,1.5,Brooklyn Nets,210.0,-102,-116,96,100,196,0,1
2025-02-12,Atlanta Hawks,8.0,New York Knicks,243.5,260,-320,148,149,297,0,1
2025-02-12,Sacramento Kings,-6.0,New Orleans Pelicans,240.0,-235,194,119,111,230,1,0
2025-02-12,Milwaukee Bucks,9.5,Minnesota Timberwolves,218.0,300,-375,103,101,204,1,0
2025-02-12,Miami Heat,14.0,Oklahoma City Thunder,222.5,610,-900,101,115,216,0,1
2025-02-12,Detroit Pistons,-6.0,Chicago Bulls,237.0,-225,188,128,110,238,1,0
2025-02-12,Phoenix Suns,9.5,Houston Rockets,220.0,315,-400,111,119,230,0,1
2025-02-12,Los Angeles Lakers,-9.0,Utah Jazz,235.5,-390,310,119,131,250,0,1
2025-02-12,Portland Trail Blazers,8.0,Denver Nuggets,232.0,290,-360,121,132,253,0,1
2025-02-12,Golden State Warriors,-7.5,Dallas Mavericks,234.5,-310,250,107,111,218,0,1
2025-02-12,Memphis Grizzlies,6.5,LA Clippers,235.0,210,-255,114,128,242,0,1
2025-02-13,Golden State Warriors,-1.5,Houston Rockets,226.0,-122,104,105,98,203,1,0
2025-02-13,Sacramento Kings,-8.0,New Orleans Pelicans,237.0,-320,260,133,140,273,0,1
2025-02-13,Oklahoma City Thunder,-9.5,Minnesota Timberwolves,229.0,-450,350,101,116,217,0,1
2025-02-13,Miami Heat,-3.0,Dallas Mavericks,218.5,-144,122,113,118,231,0,1
2025-02-13,LA Clippers,-10.0,Utah Jazz,231.0,-430,340,120,116,236,1,0
