date,tm1,ats1,tm2,ou,ml1,ml2,pts1,pts2,tpts,wl1,wl2
2025-02-19,Charlotte Hornets,12.5,Los Angeles Lakers,231.0,540,-770,100,97,197,1,0
2025-02-20,Boston Celtics,-6.5,Philadelphia 76ers,225.5,-245,200,124,104,228,1,0
2025-02-20,Memphis Grizzlies,-1.5,Indiana Pacers,250.0,-122,104,113,127,240,0,1
2025-02-20,Cleveland Cavaliers,-12.5,Brooklyn Nets,225.0,-700,500,110,97,207,1,0
2025-02-20,Orlando Magic,-1.5,Atlanta Hawks,223.0,-122,104,114,108,222,1,0
2025-02-20,Chicago Bulls,10.5,New York Knicks,244.5,385,-500,111,113,224,0,1
2025-02-20,LA Clippers,-2.0,Milwaukee Bucks,227.0,-136,116,110,116,226,0,1
2025-02-20,Charlotte Hornets,18.0,Denver Nuggets,227.5,1040,-2000,115,129,244,0,1
2025-02-20,Phoenix Suns,-2.5,San Antonio Spurs,238.0,-146,124,109,120,229,0,1
2025-02-20,Los Angeles Lakers,-2.0,Portland Trail Blazers,226.0,-130,110,110,102,212,1,0
2025-02-21,New York Knicks,7.0,Cleveland Cavaliers,242.5,235,-290,105,142,247,0,1
2025-02-21,Milwaukee Bucks,-5.5,Washington Wizards,229.5,-210,176,104,101,205,1,0
2025-02-21,Memphis Grizzlies,-2.0,Orlando Magic,226.0,-134,114,105,104,209,1,0
2025-02-21,Miami Heat,-3.5,Toronto Raptors,219.0,-162,136,120,111,231,1,0
2025-02-21,New Orleans Pelicans,5.5,Dallas Mavericks,235.0,176,-210,103,111,214,0,1
2025-02-21,Detroit Pistons,-4.5,San Antonio Spurs,234.0,-180,152,125,110,235,1,0
2025-02-21,Minnesota Timberwolves,4.0,Houston Rockets,222.5,150,-178,115,121,236,0,1
2025-02-21,Oklahoma City Thunder,-15.5,Utah Jazz,233.0,-1200,750,130,107,237,1,0
2025-02-21,Golden State Warriors,-2.0,Sacramento Kings,237.0,-134,114,132,108,240,1,0
2025-02-22,Phoenix Suns,-5.5,Chicago Bulls,241.5,-210,176,121,117,238,1,0
2025-02-22,Brooklyn Nets,11.0,Philadelphia 76ers,213.0,420,-560,105,103,208,1,0
2025-02-22,Los Angeles Lakers,6.5,Denver Nuggets,243.5,188,-225,123,100,223,1,0
2025-02-22,Houston Rockets,-8.0,Utah Jazz,228.0,-335,270,115,124,239,0,1
2025-02-22,Charlotte Hornets,6.0,Portland Trail Blazers,227.0,184,-220,88,141,229,0,1
2025-02-23,New York Knicks,8.0,Boston Celtics,231.0,245,-300,105,118,223,0,1
2025-02-23,Dallas Mavericks,9.0,Golden State Warriors,229.0,310,-390,102,126,228,0,1
2025-02-23,LA Clippers,4.0,Indiana Pacers,226.5,138,-164,111,129,240,0,1
2025-02-23,Miami Heat,4.0,Milwaukee Bucks,220.5,152,-180,113,123,236,0,1
2025-02-23,Detroit Pistons,-2.0,Atlanta Hawks,239.0,-124,106,148,143,291,1,0
2025-02-23,Washington Wizards,13.5,Orlando Magic,215.5,570,-820,90,110,200,0,1
2025-02-23,Phoenix Suns,-2.5,Toronto Raptors,230.5,-152,128,109,127,236,0,1
2025-02-23,Memphis Grizzlies,6.0,Cleveland Cavaliers,247.5,190,-230,123,129,252,0,1
2025-02-23,San Antonio Spurs,2.0,New Orleans Pelicans,242.0,114,-134,96,114,210,0,1
2025-02-23,Oklahoma City Thunder,-9.0,Minnesota Timberwolves,228.0,-360,290,130,123,253,1,0
2025-02-24,Brooklyn Nets,-2.5,Washington Wizards,218.5,-134,114,99,107,206,0,1
2025-02-24,Chicago Bulls,6.0,Philadelphia 76ers,233.5,205,-250,142,110,252,1,0
2025-02-24,LA Clippers,3.5,Detroit Pistons,220.5,132,-156,97,106,203,0,1
2025-02-24,Denver Nuggets,-3.5,Indiana Pacers,246.0,-164,138,125,116,241,1,0
2025-02-24,Miami Heat,2.5,Atlanta Hawks,232.5,118,-138,86,98,184,0,1
2025-02-24,Minnesota Timberwolves,12.0,Oklahoma City Thunder,228.0,460,-620,131,128,259,1,0
2025-02-24,Portland Trail Blazers,-7.5,Utah Jazz,231.5,-275,225,114,112,226,1,0
2025-02-24,Charlotte Hornets,11.0,Sacramento Kings,233.5,400,-520,88,130,218,0,1
2025-02-25,Boston Celtics,-11.5,Toronto Raptors,227.0,-560,430,111,101,212,1,0
2025-02-25,Cleveland Cavaliers,-6.0,Orlando Magic,218.0,-240,198,122,82,204,1,0
2025-02-25,Milwaukee Bucks,2.5,Houston Rockets,228.5,126,-148,97,100,197,0,1
2025-02-25,Phoenix Suns,7.0,Memphis Grizzlies,245.5,205,-250,148,151,299,0,1
2025-02-25,San Antonio Spurs,2.5,New Orleans Pelicans,239.5,108,-126,103,109,212,0,1
2025-02-25,Dallas Mavericks,8.5,Los Angeles Lakers,231.0,290,-360,99,107,206,0,1
2025-02-25,Charlotte Hornets,17.5,Golden State Warriors,218.0,900,-1600,92,128,220,0,1
2025-02-26,Boston Celtics,-5.0,Detroit Pistons,225.0,-198,166,97,117,214,0,1
2025-02-26,Portland Trail Blazers,-6.0,Washington Wizards,232.5,-245,200,129,121,250,1,0
2025-02-26,Philadelphia 76ers,8.0,New York Knicks,228.0,260,-320,105,110,215,0,1
2025-02-26,Toronto Raptors,11.5,Indiana Pacers,232.5,440,-590,91,111,202,0,1
2025-02-26,Atlanta Hawks,3.0,Miami Heat,229.5,136,-162,109,131,240,0,1
2025-02-26,Oklahoma City Thunder,-17.0,Brooklyn Nets,216.5,-1500,870,129,121,250,1,0
2025-02-26,LA Clippers,-9.0,Chicago Bulls,229.0,-375,300,122,117,239,1,0
2025-02-26,Sacramento Kings,-7.5,Utah Jazz,232.5,-295,220,118,101,219,1,0
2025-02-26,San Antonio Spurs,8.0,Houston Rockets,227.5,250,-320,106,118,224,0,1
2025-02-27,Golden State Warriors,-4.5,Orlando Magic,212.0,-186,156,121,115,236,1,0
2025-02-27,Denver Nuggets,-3.5,Milwaukee Bucks,241.0,-168,142,112,121,233,0,1
2025-02-27,Charlotte Hornets,11.0,Dallas Mavericks,220.5,400,-520,96,103,199,0,1
2025-02-27,New Orleans Pelicans,6.5,Phoenix Suns,237.0,220,-270,124,116,240,1,0
2025-02-27,Minnesota Timberwolves,6.0,Los Angeles Lakers,229.0,198,-240,102,111,213,0,1
2025-02-28,Denver Nuggets,2.0,Detroit Pistons,240.0,110,-130,134,119,253,1,0
2025-02-28,Portland Trail Blazers,-1.5,Brooklyn Nets,220.0,-116,-102,121,102,223,1,0
2025-02-28,Oklahoma City Thunder,-11.0,Atlanta Hawks,246.5,-520,400,135,119,254,1,0
2025-02-28,Cleveland Cavaliers,1.0,Boston Celtics,233.0,-104,-112,123,116,239,1,0
2025-02-28,Toronto Raptors,1.0,Chicago Bulls,233.0,-102,-116,115,125,240,0,1
2025-02-28,Indiana Pacers,-3.5,Miami Heat,222.5,-148,126,120,125,245,0,1
2025-02-28,New York Knicks,2.0,Memphis Grizzlies,244.0,114,-134,114,113,227,1,0
2025-02-28,New Orleans Pelicans,9.5,Phoenix Suns,228.0,320,-405,108,125,233,0,1
2025-02-28,Minnesota Timberwolves,-4.0,Utah Jazz,227.5,-174,148,116,117,233,0,1
2025-02-28,LA Clippers,1.5,Los Angeles Lakers,220.0,106,-124,102,106,208,0,1
2025-03-01,Washington Wizards,4.0,Charlotte Hornets,226.0,142,-168,113,100,213,1,0
2025-03-01,Brooklyn Nets,12.0,Detroit Pistons,215.5,500,-700,94,115,209,0,1
2025-03-01,Sacramento Kings,4.0,Houston Rockets,228.5,150,-178,113,103,216,1,0
2025-03-01,San Antonio Spurs,5.5,Memphis Grizzlies,241.5,172,-210,130,128,258,1,0
2025-03-01,Milwaukee Bucks,-3.0,Dallas Mavericks,229.0,-154,130,132,117,249,1,0
2025-03-01,Golden State Warriors,-6.5,Philadelphia 76ers,228.5,-255,210,119,126,245,0,1
2025-03-02,Denver Nuggets,6.0,Boston Celtics,236.5,190,-230,103,110,213,0,1
2025-03-02,Portland Trail Blazers,11.0,Cleveland Cavaliers,237.0,385,-500,129,133,262,0,1
2025-03-02,Chicago Bulls,11.5,Indiana Pacers,240.0,420,-560,112,127,239,0,1
2025-03-02,New York Knicks,-5.5,Miami Heat,217.5,-230,176,116,112,228,1,0
2025-03-02,Toronto Raptors,7.0,Orlando Magic,208.5,215,-260,104,102,206,1,0
2025-03-02,Oklahoma City Thunder,-13.0,San Antonio Spurs,240.0,-750,530,146,132,278,1,0
2025-03-02,New Orleans Pelicans,-7.5,Utah Jazz,232.0,-300,245,128,121,249,1,0
2025-03-02,Minnesota Timberwolves,-1.5,Phoenix Suns,234.5,-124,106,116,98,214,1,0
2025-03-02,LA Clippers,-2.0,Los Angeles Lakers,221.5,-126,108,102,108,210,0,1
2025-03-03,Portland Trail Blazers,-1.0,Philadelphia 76ers,230.0,-120,102,119,102,221,1,0
2025-03-03,Golden State Warriors,-13.0,Charlotte Hornets,229.0,-770,540,119,101,220,1,0
2025-03-03,Washington Wizards,8.5,Miami Heat,217.5,295,-370,90,106,196,0,1
2025-03-03,Houston Rockets,14.0,Oklahoma City Thunder,229.0,700,-1100,128,137,265,0,1
2025-03-03,Atlanta Hawks,8.0,Memphis Grizzlies,250.5,265,-330,132,130,262,1,0
2025-03-03,Sacramento Kings,-2.0,Dallas Mavericks,231.5,-126,108,122,98,220,1,0
2025-03-03,Detroit Pistons,-10.5,Utah Jazz,232.0,-480,370,134,106,240,1,0
2025-03-04,Houston Rockets,4.5,Indiana Pacers,230.5,158,-188,102,115,217,0,1
2025-03-04,Toronto Raptors,6.0,Orlando Magic,207.0,198,-240,114,113,227,1,0
2025-03-04,Milwaukee Bucks,-5.0,Atlanta Hawks,244.0,-205,172,127,121,248,1,0
2025-03-04,Golden State Warriors,1.0,New York Knicks,226.0,-108,-108,114,102,216,1,0
2025-03-04,Philadelphia 76ers,13.5,Minnesota Timberwolves,222.5,560,-800,112,126,238,0,1
2025-03-04,Cleveland Cavaliers,-13.5,Chicago Bulls,243.0,-950,640,139,117,256,1,0
2025-03-04,Brooklyn Nets,3.5,San Antonio Spurs,230.0,132,-156,113,127,240,0,1
2025-03-04,LA Clippers,-2.5,Phoenix Suns,223.5,-146,124,117,119,236,0,1
2025-03-04,New Orleans Pelicans,8.0,Los Angeles Lakers,228.5,265,-330,115,136,251,0,1
2025-03-05,Utah Jazz,5.5,Washington Wizards,231.5,176,-210,122,125,247,0,1
2025-03-05,Portland Trail Blazers,9.0,Boston Celtics,224.0,330,-420,118,128,246,0,1
2025-03-05,Minnesota Timberwolves,-9.0,Charlotte Hornets,227.0,-375,300,125,110,235,1,0
2025-03-05,Miami Heat,13.5,Cleveland Cavaliers,220.0,610,-900,107,112,219,0,1
2025-03-05,Dallas Mavericks,12.0,Milwaukee Bucks,225.5,500,-700,107,137,244,0,1
2025-03-05,Sacramento Kings,8.5,Denver Nuggets,235.0,265,-330,110,116,226,0,1
2025-03-05,Oklahoma City Thunder,-7.0,Memphis Grizzlies,253.0,-275,225,120,103,223,1,0
2025-03-05,Detroit Pistons,-3.5,LA Clippers,220.5,-162,136,115,123,238,0,1
2025-03-06,Chicago Bulls,8.5,Orlando Magic,222.5,260,-320,125,123,248,1,0
2025-03-06,Indiana Pacers,1.5,Atlanta Hawks,242.0,112,-132,118,124,242,0,1
2025-03-06,Golden State Warriors,-11.5,Brooklyn Nets,226.0,-600,450,121,119,240,1,0
2025-03-06,Philadelphia 76ers,14.0,Boston Celtics,217.5,610,-900,105,123,228,0,1
2025-03-06,Houston Rockets,-3.5,New Orleans Pelicans,232.0,-154,130,109,97,206,1,0
2025-03-06,New York Knicks,2.5,Los Angeles Lakers,231.5,116,-136,109,113,222,0,1
2025-03-07,Cleveland Cavaliers,-16.0,Charlotte Hornets,235.5,-1350,810,118,117,235,1,0
2025-03-07,Utah Jazz,5.5,Toronto Raptors,228.5,180,-215,109,118,227,0,1
2025-03-07,Memphis Grizzlies,-10.0,Dallas Mavericks,237.5,-450,350,122,111,233,1,0
2025-03-07,Minnesota Timberwolves,-3.5,Miami Heat,218.0,-162,136,106,104,210,1,0
2025-03-07,Portland Trail Blazers,1.5,Oklahoma City Thunder,228.0,106,-124,89,107,196,0,1
2025-03-07,Phoenix Suns,9.0,Denver Nuggets,242.5,295,-370,141,149,290,0,1
2025-03-07,San Antonio Spurs,6.5,Sacramento Kings,234.0,215,-260,109,127,236,0,1
2025-03-07,New York Knicks,6.5,LA Clippers,218.0,215,-260,95,105,200,0,1
2025-03-08,Brooklyn Nets,-5.5,Charlotte Hornets,213.0,-215,180,102,105,207,0,1
2025-03-08,New Orleans Pelicans,7.0,Houston Rockets,228.0,220,-270,117,146,263,0,1
2025-03-08,Indiana Pacers,1.0,Atlanta Hawks,241.0,-108,-118,118,120,238,0,1
2025-03-08,Washington Wizards,4.0,Toronto Raptors,227.5,156,-186,118,117,235,1,0
2025-03-08,Chicago Bulls,5.5,Miami Heat,226.0,166,-198,114,109,223,1,0
2025-03-08,Orlando Magic,6.5,Milwaukee Bucks,216.5,215,-260,111,109,220,1,0
2025-03-08,Los Angeles Lakers,6.5,Boston Celtics,225.5,194,-235,101,111,212,0,1
2025-03-08,Detroit Pistons,5.0,Golden State Warriors,237.0,172,-205,110,115,225,0,1
2025-03-09,Denver Nuggets,7.5,Oklahoma City Thunder,242.5,270,-335,103,127,230,0,1
2025-03-09,Phoenix Suns,-6.5,Dallas Mavericks,229.0,-280,230,125,116,241,1,0
2025-03-09,Memphis Grizzlies,-10.0,New Orleans Pelicans,239.0,-450,350,107,104,211,1,0
2025-03-09,Utah Jazz,6.5,Philadelphia 76ers,231.0,210,-255,122,126,248,0,1
2025-03-09,Cleveland Cavaliers,-7.0,Milwaukee Bucks,241.5,-270,220,112,100,212,1,0
2025-03-09,San Antonio Spurs,11.0,Minnesota Timberwolves,232.5,420,-560,124,141,265,0,1
2025-03-09,Detroit Pistons,-4.0,Portland Trail Blazers,231.0,-172,144,119,112,231,1,0
2025-03-09,Sacramento Kings,6.5,LA Clippers,216.5,205,-250,110,111,221,0,1
2025-03-10,Washington Wizards,6.5,Toronto Raptors,232.0,215,-260,104,119,223,0,1
2025-03-10,Charlotte Hornets,9.5,Miami Heat,217.0,315,-400,105,102,207,1,0
2025-03-10,Utah Jazz,16.0,Boston Celtics,230.5,750,-1200,108,114,222,0,1
2025-03-10,Los Angeles Lakers,-5.0,Brooklyn Nets,217.5,-200,168,108,111,219,0,1
2025-03-10,Philadelphia 76ers,9.5,Atlanta Hawks,229.0,350,-450,123,132,255,0,1
2025-03-10,Denver Nuggets,9.5,Oklahoma City Thunder,240.5,315,-400,140,127,267,1,0
2025-03-10,Orlando Magic,3.0,Houston Rockets,210.5,130,-154,84,97,181,0,1
2025-03-10,Phoenix Suns,3.0,Memphis Grizzlies,243.5,124,-146,118,120,238,0,1
2025-03-10,Indiana Pacers,-4.0,Chicago Bulls,239.0,-168,142,103,121,224,0,1
2025-03-10,Dallas Mavericks,6.5,San Antonio Spurs,234.0,200,-245,133,129,262,1,0
2025-03-10,Portland Trail Blazers,12.0,Golden State Warriors,237.0,500,-700,120,130,250,0,1
2025-03-10,New York Knicks,-1.5,Sacramento Kings,222.5,-122,-104,133,104,237,1,0
2025-03-11,Washington Wizards,14.5,Detroit Pistons,234.5,480,-800,103,123,226,0,1
2025-03-11,Brooklyn Nets,14.5,Cleveland Cavaliers,222.5,540,-950,104,109,213,0,1
2025-03-11,Milwaukee Bucks,1.5,Indiana Pacers,237.5,-102,-125,114,115,229,0,1
2025-03-11,LA Clippers,-8.0,New Orleans Pelicans,222.5,-320,260,120,127,247,0,1
2025-03-12,Charlotte Hornets,7.5,Atlanta Hawks,241.5,235,-290,110,123,233,0,1
2025-03-12,Oklahoma City Thunder,3.0,Boston Celtics,228.5,128,-152,118,112,230,1,0
2025-03-12,Philadelphia 76ers,3.0,Toronto Raptors,223.0,128,-152,105,118,223,0,1
2025-03-12,Utah Jazz,10.5,Memphis Grizzlies,247.5,300,-430,115,122,237,0,1
2025-03-12,Phoenix Suns,4.5,Houston Rockets,227.0,152,-180,104,111,215,0,1
2025-03-12,LA Clippers,2.0,Miami Heat,206.5,108,-126,119,104,223,1,0
2025-03-12,Dallas Mavericks,6.5,San Antonio Spurs,237.5,200,-245,116,126,242,0,1
2025-03-12,Minnesota Timberwolves,1.5,Denver Nuggets,233.0,108,-126,115,95,210,1,0
2025-03-12,New York Knicks,-4.0,Portland Trail Blazers,227.5,-194,162,114,113,227,1,0
2025-03-13,Washington Wizards,13.5,Detroit Pistons,233.5,560,-800,129,125,254,1,0
2025-03-13,Los Angeles Lakers,6.0,Milwaukee Bucks,227.0,190,-225,106,126,232,0,1
2025-03-13,Orlando Magic,-1.5,New Orleans Pelicans,215.0,-126,108,113,93,206,1,0
2025-03-13,Brooklyn Nets,1.5,Chicago Bulls,231.0,102,-120,110,116,226,0,1
2025-03-13,Sacramento Kings,8.0,Golden State Warriors,233.5,240,-295,104,130,234,0,1
2025-03-14,Boston Celtics,-7.5,Miami Heat,212.0,-310,250,103,91,194,1,0
2025-03-14,Indiana Pacers,-13.0,Philadelphia 76ers,233.0,-820,570,112,100,212,1,0
2025-03-14,LA Clippers,-5.0,Atlanta Hawks,234.5,-198,166,121,98,219,1,0
2025-03-14,Dallas Mavericks,12.0,Houston Rockets,220.0,500,-700,96,133,229,0,1
2025-03-14,Orlando Magic,11.0,Minnesota Timberwolves,208.5,400,-520,111,118,229,0,1
2025-03-14,Cleveland Cavaliers,-2.5,Memphis Grizzlies,243.5,-130,110,133,124,257,1,0
2025-03-14,Charlotte Hornets,2.5,San Antonio Spurs,232.5,120,-142,145,134,279,1,0
2025-03-14,Los Angeles Lakers,15.0,Denver Nuggets,229.5,660,-1000,126,131,257,0,1
2025-03-14,Toronto Raptors,2.0,Utah Jazz,238.0,112,-132,126,118,244,1,0
2025-03-14,Sacramento Kings,2.5,Phoenix Suns,230.5,116,-148,106,122,228,0,1
2025-03-15,Boston Celtics,-12.0,Brooklyn Nets,219.0,-600,450,115,113,228,1,0
2025-03-15,Oklahoma City Thunder,-4.0,Detroit Pistons,230.5,-184,154,113,107,220,1,0
2025-03-15,Miami Heat,5.0,Memphis Grizzlies,224.5,168,-200,91,125,216,0,1
2025-03-15,Indiana Pacers,3.5,Milwaukee Bucks,236.5,132,-156,119,126,245,0,1
2025-03-15,Chicago Bulls,8.5,Houston Rockets,229.5,270,-335,114,117,231,0,1
2025-03-15,New York Knicks,7.0,Golden State Warriors,228.5,200,-265,94,97,191,0,1
2025-03-15,New Orleans Pelicans,-1.0,San Antonio Spurs,235.0,-112,-104,115,119,234,0,1
2025-03-15,Washington Wizards,12.0,Denver Nuggets,242.0,480,-650,126,123,249,1,0
2025-03-16,Philadelphia 76ers,6.5,Dallas Mavericks,225.0,215,-260,130,125,255,1,0
2025-03-16,Orlando Magic,10.0,Cleveland Cavaliers,222.0,350,-450,108,103,211,1,0
2025-03-16,Phoenix Suns,3.0,Los Angeles Lakers,227.0,122,-144,96,107,203,0,1
2025-03-16,Atlanta Hawks,-6.5,Brooklyn Nets,228.0,-240,198,114,122,236,0,1
2025-03-16,Toronto Raptors,7.0,Portland Trail Blazers,227.0,235,-290,102,105,207,0,1
2025-03-16,Charlotte Hornets,13.5,LA Clippers,224.5,560,-800,88,123,211,0,1
2025-03-16,Utah Jazz,13.5,Minnesota Timberwolves,231.5,610,-900,102,128,230,0,1
2025-03-16,Oklahoma City Thunder,-5.5,Milwaukee Bucks,233.5,-215,180,121,105,226,1,0
2025-03-17,Miami Heat,7.0,New York Knicks,209.5,220,-270,95,116,211,0,1
2025-03-17,Philadelphia 76ers,17.0,Houston Rockets,225.0,900,-1600,137,144,281,0,1
2025-03-17,Detroit Pistons,-6.5,New Orleans Pelicans,235.0,-245,200,127,81,208,1,0
2025-03-17,Indiana Pacers,11.0,Minnesota Timberwolves,226.5,410,-550,132,130,262,1,0
2025-03-17,Chicago Bulls,-4.5,Utah Jazz,241.5,-194,150,111,97,208,1,0
2025-03-17,Washington Wizards,6.0,Portland Trail Blazers,232.0,190,-230,97,112,209,0,1
2025-03-17,Memphis Grizzlies,3.0,Sacramento Kings,238.0,122,-144,122,132,254,0,1
2025-03-17,Toronto Raptors,9.0,Phoenix Suns,224.5,320,-405,89,129,218,0,1
2025-03-17,Denver Nuggets,13.0,Golden State Warriors,232.5,560,-800,114,105,219,1,0
2025-03-17,San Antonio Spurs,9.0,Los Angeles Lakers,231.5,310,-390,109,125,234,0,1
2025-03-18,Atlanta Hawks,-8.0,Charlotte Hornets,231.0,-330,265,134,102,236,1,0
2025-03-18,Brooklyn Nets,13.5,Boston Celtics,212.0,610,-900,96,104,200,0,1
2025-03-18,Milwaukee Bucks,-2.0,Golden State Warriors,225.0,-130,110,93,104,197,0,1
2025-03-18,Cleveland Cavaliers,-2.5,LA Clippers,230.0,-138,118,119,132,251,0,1
2025-03-19,Houston Rockets,-2.5,Orlando Magic,208.0,-138,118,116,108,224,1,0
2025-03-19,Dallas Mavericks,10.5,Indiana Pacers,228.0,390,-510,131,135,266,0,1
2025-03-19,Detroit Pistons,-4.5,Miami Heat,216.0,-180,152,116,113,229,1,0
2025-03-19,Philadelphia 76ers,11.5,Oklahoma City Thunder,227.5,420,-560,100,133,233,0,1
2025-03-19,New Orleans Pelicans,13.0,Minnesota Timberwolves,227.5,540,-770,119,115,234,1,0
2025-03-19,New York Knicks,-8.5,San Antonio Spurs,228.0,-340,275,105,120,225,0,1
2025-03-19,Washington Wizards,2.5,Utah Jazz,234.5,110,-130,112,128,240,0,1
2025-03-19,Memphis Grizzlies,-4.0,Portland Trail Blazers,234.5,-178,150,99,115,214,0,1
2025-03-19,Denver Nuggets,5.5,Los Angeles Lakers,223.5,166,-198,108,120,228,0,1
2025-03-19,Cleveland Cavaliers,-6.5,Sacramento Kings,228.5,-245,200,119,123,242,0,1
2025-03-19,Chicago Bulls,5.5,Phoenix Suns,235.5,180,-215,121,127,248,0,1
2025-03-20,New York Knicks,-7.5,Charlotte Hornets,221.5,-295,240,98,115,213,0,1
2025-03-20,Brooklyn Nets,8.0,Indiana Pacers,222.0,270,-335,99,105,204,0,1
2025-03-20,Toronto Raptors,14.5,Golden State Warriors,224.5,700,-1100,114,117,231,0,1
2025-03-20,Chicago Bulls,7.5,Sacramento Kings,236.0,235,-290,128,116,244,1,0
2025-03-20,Milwaukee Bucks,-8.5,Los Angeles Lakers,216.5,-335,270,118,89,207,1,0
2025-03-21,Orlando Magic,-8.5,Washington Wizards,215.0,-350,280,120,105,225,1,0
2025-03-21,Charlotte Hornets,20.5,Oklahoma City Thunder,220.0,1300,-3000,106,141,247,0,1
2025-03-21,New Orleans Pelicans,15.5,Minnesota Timberwolves,223.0,830,-1400,93,134,227,0,1
2025-03-21,Houston Rockets,-4.5,Miami Heat,212.5,-186,156,102,98,200,1,0
2025-03-21,Philadelphia 76ers,6.0,San Antonio Spurs,234.5,184,-220,120,128,248,0,1
2025-03-21,Detroit Pistons,-9.5,Dallas Mavericks,231.5,-400,315,117,123,240,0,1
2025-03-21,Boston Celtics,-15.0,Utah Jazz,228.0,-1100,700,121,99,220,1,0
2025-03-21,Cleveland Cavaliers,-8.5,Phoenix Suns,233.5,-355,285,112,123,235,0,1
2025-03-21,Denver Nuggets,-2.0,Portland Trail Blazers,227.5,-134,114,109,128,237,0,1
2025-03-21,Memphis Grizzlies,6.5,LA Clippers,230.5,215,-260,108,128,236,0,1
2025-03-22,Brooklyn Nets,13.0,Indiana Pacers,221.0,540,-770,103,108,211,0,1
2025-03-22,Golden State Warriors,-2.5,Atlanta Hawks,233.0,-142,120,115,124,239,0,1
2025-03-22,Washington Wizards,15.5,New York Knicks,225.0,750,-1200,103,122,225,0,1
2025-03-22,Milwaukee Bucks,1.5,Sacramento Kings,222.5,100,-118,114,108,222,1,0
2025-03-22,Chicago Bulls,10.5,Los Angeles Lakers,237.5,380,-490,146,115,261,1,0
2025-03-23,New Orleans Pelicans,11.0,Detroit Pistons,224.5,420,-560,130,136,266,0,1
2025-03-23,Cleveland Cavaliers,-16.5,Utah Jazz,241.0,-2000,1040,120,91,211,1,0
2025-03-23,Charlotte Hornets,8.0,Miami Heat,215.5,235,-290,105,122,227,0,1
2025-03-23,Boston Celtics,-6.5,Portland Trail Blazers,219.0,-260,215,129,116,245,1,0
2025-03-23,Philadelphia 76ers,10.5,Atlanta Hawks,240.0,385,-500,119,132,251,0,1
2025-03-23,San Antonio Spurs,1.0,Toronto Raptors,231.5,-110,-106,123,89,212,1,0
2025-03-23,Denver Nuggets,7.5,Houston Rockets,223.0,235,-290,116,111,227,1,0
2025-03-23,Oklahoma City Thunder,-1.0,LA Clippers,227.0,-106,-110,103,101,204,1,0
2025-03-24,Minnesota Timberwolves,-2.0,Indiana Pacers,231.0,-132,112,103,119,222,0,1
2025-03-24,Toronto Raptors,2.0,Washington Wizards,227.5,120,-142,112,104,216,1,0
2025-03-24,Los Angeles Lakers,-4.5,Orlando Magic,217.5,-180,152,106,118,224,0,1
2025-03-24,Dallas Mavericks,-3.0,Brooklyn Nets,218.0,-156,132,120,101,221,1,0
2025-03-24,Philadelphia 76ers,3.0,New Orleans Pelicans,224.5,126,-148,99,112,211,0,1
2025-03-24,Chicago Bulls,2.5,Denver Nuggets,238.5,114,-134,129,119,248,1,0
2025-03-24,Milwaukee Bucks,2.5,Phoenix Suns,223.5,128,-152,106,108,214,0,1
2025-03-24,Boston Celtics,-5.0,Sacramento Kings,224.5,-198,166,113,95,208,1,0
2025-03-25,Orlando Magic,-5.0,Charlotte Hornets,214.0,-190,160,111,104,215,1,0
2025-03-25,San Antonio Spurs,8.5,Detroit Pistons,233.5,300,-375,96,122,218,0,1
2025-03-25,Dallas Mavericks,11.5,New York Knicks,227.0,410,-550,113,128,241,0,1
2025-03-25,Golden State Warriors,-5.0,Miami Heat,208.0,-200,168,86,112,198,0,1
2025-03-25,Atlanta Hawks,7.5,Houston Rockets,235.5,235,-290,114,121,235,0,1
2025-03-25,Memphis Grizzlies,-11.5,Utah Jazz,240.5,-590,430,140,103,243,1,0
2025-03-25,Cleveland Cavaliers,-6.5,Portland Trail Blazers,228.5,-260,215,122,111,233,1,0
2025-03-25,Oklahoma City Thunder,-8.5,Sacramento Kings,228.5,-310,230,121,105,226,1,0
2025-03-26,Washington Wizards,3.0,Philadelphia 76ers,229.5,124,-146,119,114,233,1,0
2025-03-26,LA Clippers,-4.5,New York Knicks,218.5,-194,162,126,113,239,1,0
2025-03-26,Toronto Raptors,2.5,Brooklyn Nets,215.5,114,-134,116,86,202,1,0
2025-03-26,Los Angeles Lakers,-1.0,Indiana Pacers,234.0,-112,-104,120,119,239,1,0
2025-03-26,Milwaukee Bucks,11.5,Denver Nuggets,227.5,440,-590,117,127,244,0,1
2025-03-26,Boston Celtics,-4.5,Phoenix Suns,221.5,-205,172,132,102,234,1,0
2025-03-27,Indiana Pacers,-12.0,Washington Wizards,234.0,-700,500,162,109,271,1,0
2025-03-27,Dallas Mavericks,6.5,Orlando Magic,216.5,210,-255,101,92,193,1,0
2025-03-27,San Antonio Spurs,14.0,Cleveland Cavaliers,236.5,610,-900,116,124,240,0,1
2025-03-27,Atlanta Hawks,1.5,Miami Heat,224.5,106,-124,112,122,234,0,1
2025-03-27,Memphis Grizzlies,11.0,Oklahoma City Thunder,237.0,420,-560,104,125,229,0,1
2025-03-27,Los Angeles Lakers,-4.0,Chicago Bulls,237.0,-172,144,117,119,236,0,1
2025-03-27,Houston Rockets,-13.5,Utah Jazz,227.0,-900,610,121,110,231,1,0
2025-03-27,Portland Trail Blazers,5.5,Sacramento Kings,227.5,198,-240,107,128,235,0,1
